date,hour,day,weather,season,festival,stock_start,sold,remaining,price
2025-08-16,10:00,Saturday,Cloudy,Monsoon,Janmashtami,845,63,782,246.55
2025-08-16,11:00,Saturday,Cloudy,Monsoon,Janmashtami,782,79,703,246.55
2025-08-16,12:00,Saturday,Cloudy,Monsoon,Janmashtami,703,77,626,246.55
2025-08-16,13:00,Saturday,Cloudy,Monsoon,Janmashtami,626,69,557,246.55
2025-08-16,14:00,Saturday,Cloudy,Monsoon,Janmashtami,557,64,493,246.55
2025-08-16,15:00,Saturday,Cloudy,Monsoon,Janmashtami,493,57,436,246.55
2025-08-16,16:00,Saturday,Cloudy,Monsoon,Janmashtami,436,63,373,246.55
2025-08-16,17:00,Saturday,Cloudy,Monsoon,Janmashtami,373,46,327,246.55
2025-08-16,18:00,Saturday,Cloudy,Monsoon,Janmashtami,327,79,248,246.55
2025-08-16,19:00,Saturday,Cloudy,Monsoon,Janmashtami,248,87,161,246.55
2025-08-16,20:00,Saturday,Cloudy,Monsoon,Janmashtami,161,52,109,246.55
2025-08-17,06:00,Sunday,Cloudy,Monsoon,None,1060,29,1031,256.15
2025-08-17,07:00,Sunday,Cloudy,Monsoon,None,1031,34,997,256.15
2025-08-17,08:00,Sunday,Cloudy,Monsoon,None,997,50,947,256.15
2025-08-17,09:00,Sunday,Cloudy,Monsoon,None,947,51,896,256.15
2025-08-17,10:00,Sunday,Cloudy,Monsoon,None,896,64,832,256.15
2025-08-17,11:00,Sunday,Cloudy,Monsoon,None,832,54,778,256.15
2025-08-17,12:00,Sunday,Cloudy,Monsoon,None,778,75,703,256.15
2025-08-17,13:00,Sunday,Cloudy,Monsoon,None,703,85,618,256.15
2025-08-17,14:00,Sunday,Cloudy,Monsoon,None,618,84,534,256.15
2025-08-17,15:00,Sunday,Cloudy,Monsoon,None,534,50,484,256.15
2025-08-17,16:00,Sunday,Cloudy,Monsoon,None,484,61,423,256.15
2025-08-17,17:00,Sunday,Cloudy,Monsoon,None,423,74,349,256.15
2025-08-17,18:00,Sunday,Cloudy,Monsoon,None,349,66,283,256.15
2025-08-17,19:00,Sunday,Cloudy,Monsoon,None,283,106,177,256.15
2025-08-17,20:00,Sunday,Cloudy,Monsoon,None,177,55,122,256.15
2025-08-18,06:00,Monday,Rainy,Monsoon,None,979,14,965,234.6
2025-08-18,07:00,Monday,Rainy,Monsoon,None,965,18,947,234.6
2025-08-18,08:00,Monday,Rainy,Monsoon,None,947,26,921,234.6
2025-08-18,09:00,Monday,Rainy,Monsoon,None,921,33,888,234.6
2025-08-18,10:00,Monday,Rainy,Monsoon,None,888,36,852,234.6
2025-08-18,11:00,Monday,Rainy,Monsoon,None,852,48,804,234.6
2025-08-18,12:00,Monday,Rainy,Monsoon,None,804,67,737,234.6
2025-08-18,13:00,Monday,Rainy,Monsoon,None,737,51,686,234.6
2025-08-18,14:00,Monday,Rainy,Monsoon,None,686,50,636,234.6
2025-08-18,15:00,Monday,Rainy,Monsoon,None,636,30,606,234.6
2025-08-18,16:00,Monday,Rainy,Monsoon,None,606,43,563,234.6
2025-08-18,17:00,Monday,Rainy,Monsoon,None,563,39,524,234.6
2025-08-18,18:00,Monday,Rainy,Monsoon,None,524,42,482,234.6
2025-08-18,19:00,Monday,Rainy,Monsoon,None,482,53,429,234.6
2025-08-18,20:00,Monday,Rainy,Monsoon,None,429,48,381,234.6
2025-08-19,06:00,Tuesday,Humid,Monsoon,None,879,13,866,250
2025-08-19,07:00,Tuesday,Humid,Monsoon,None,866,12,854,250
2025-08-19,08:00,Tuesday,Humid,Monsoon,None,854,28,826,250
2025-08-19,09:00,Tuesday,Humid,Monsoon,None,826,30,796,250
2025-08-19,10:00,Tuesday,Humid,Monsoon,None,796,39,757,250
2025-08-19,11:00,Tuesday,Humid,Monsoon,None,757,51,706,250
2025-08-19,12:00,Tuesday,Humid,Monsoon,None,706,53,653,250
2025-08-19,13:00,Tuesday,Humid,Monsoon,None,653,48,605,250
2025-08-19,14:00,Tuesday,Humid,Monsoon,None,605,38,567,250
2025-08-19,15:00,Tuesday,Humid,Monsoon,None,567,18,549,250
2025-08-19,16:00,Tuesday,Humid,Monsoon,None,549,45,504,250
2025-08-19,17:00,Tuesday,Humid,Monsoon,None,504,44,460,250
2025-08-19,18:00,Tuesday,Humid,Monsoon,None,460,68,392,250
2025-08-19,19:00,Tuesday,Humid,Monsoon,None,392,61,331,250
2025-08-19,20:00,Tuesday,Humid,Monsoon,None,331,35,296,250
2025-08-20,06:00,Wednesday,Rainy,Monsoon,None,914,16,898,236.6
2025-08-20,07:00,Wednesday,Rainy,Monsoon,None,898,13,885,236.6
2025-08-20,08:00,Wednesday,Rainy,Monsoon,None,885,30,855,236.6
2025-08-20,09:00,Wednesday,Rainy,Monsoon,None,855,30,825,236.6
2025-08-20,10:00,Wednesday,Rainy,Monsoon,None,825,39,786,236.6
2025-08-20,11:00,Wednesday,Rainy,Monsoon,None,786,40,746,236.6
2025-08-20,12:00,Wednesday,Rainy,Monsoon,None,746,61,685,236.6
2025-08-20,13:00,Wednesday,Rainy,Monsoon,None,685,57,628,236.6
2025-08-20,14:00,Wednesday,Rainy,Monsoon,None,628,28,600,236.6
2025-08-20,15:00,Wednesday,Rainy,Monsoon,None,600,50,550,236.6
2025-08-20,16:00,Wednesday,Rainy,Monsoon,None,550,34,516,236.6
2025-08-20,17:00,Wednesday,Rainy,Monsoon,None,516,61,455,236.6
2025-08-20,18:00,Wednesday,Rainy,Monsoon,None,455,50,405,236.6
2025-08-20,19:00,Wednesday,Rainy,Monsoon,None,405,54,351,236.6
2025-08-20,20:00,Wednesday,Rainy,Monsoon,None,351,35,316,236.6
2025-08-21,06:00,Thursday,Heavy Rain,Monsoon,None,772,8,764,243.4
2025-08-21,07:00,Thursday,Heavy Rain,Monsoon,None,764,12,752,243.4
2025-08-21,08:00,Thursday,Heavy Rain,Monsoon,None,752,11,741,243.4
2025-08-21,09:00,Thursday,Heavy Rain,Monsoon,None,741,26,715,243.4
2025-08-21,10:00,Thursday,Heavy Rain,Monsoon,None,715,35,680,243.4
2025-08-21,11:00,Thursday,Heavy Rain,Monsoon,None,680,34,646,243.4
2025-08-21,12:00,Thursday,Heavy Rain,Monsoon,None,646,49,597,243.4
2025-08-21,13:00,Thursday,Heavy Rain,Monsoon,None,597,38,559,243.4
2025-08-21,14:00,Thursday,Heavy Rain,Monsoon,None,559,35,524,243.4
2025-08-21,15:00,Thursday,Heavy Rain,Monsoon,None,524,31,493,243.4
2025-08-21,16:00,Thursday,Heavy Rain,Monsoon,None,493,15,478,243.4
2025-08-21,17:00,Thursday,Heavy Rain,Monsoon,None,478,35,443,243.4
2025-08-21,18:00,Thursday,Heavy Rain,Monsoon,None,443,29,414,243.4
2025-08-21,19:00,Thursday,Heavy Rain,Monsoon,None,414,33,381,243.4
2025-08-21,20:00,Thursday,Heavy Rain,Monsoon,None,381,22,359,243.4
2025-08-22,06:00,Friday,Cloudy,Monsoon,None,879,16,863,253.15
2025-08-22,07:00,Friday,Cloudy,Monsoon,None,863,26,837,253.15
2025-08-22,08:00,Friday,Cloudy,Monsoon,None,837,34,803,253.15
2025-08-22,09:00,Friday,Cloudy,Monsoon,None,803,27,776,253.15
2025-08-22,10:00,Friday,Cloudy,Monsoon,None,776,54,722,253.15
2025-08-22,11:00,Friday,Cloudy,Monsoon,None,722,47,675,253.15
2025-08-22,12:00,Friday,Cloudy,Monsoon,None,675,61,614,253.15
2025-08-22,13:00,Friday,Cloudy,Monsoon,None,614,67,547,253.15
2025-08-22,14:00,Friday,Cloudy,Monsoon,None,547,45,502,253.15
2025-08-22,15:00,Friday,Cloudy,Monsoon,None,502,31,471,253.15
2025-08-22,16:00,Friday,Cloudy,Monsoon,None,471,60,411,253.15
2025-08-22,17:00,Friday,Cloudy,Monsoon,None,411,65,346,253.15
2025-08-22,18:00,Friday,Cloudy,Monsoon,None,346,64,282,253.15
2025-08-22,19:00,Friday,Cloudy,Monsoon,None,282,78,204,253.15
2025-08-22,20:00,Friday,Cloudy,Monsoon,None,204,42,162,253.15
2025-08-23,06:00,Saturday,Rainy,Monsoon,None,1057,20,1037,249.35
2025-08-23,07:00,Saturday,Rainy,Monsoon,None,1037,29,1008,249.35
2025-08-23,08:00,Saturday,Rainy,Monsoon,None,1008,31,977,249.35
2025-08-23,09:00,Saturday,Rainy,Monsoon,None,977,49,928,249.35
2025-08-23,10:00,Saturday,Rainy,Monsoon,None,928,64,864,249.35
2025-08-23,11:00,Saturday,Rainy,Monsoon,None,864,89,775,249.35
2025-08-23,12:00,Saturday,Rainy,Monsoon,None,775,61,714,249.35
2025-08-23,13:00,Saturday,Rainy,Monsoon,None,714,80,634,249.35
2025-08-23,14:00,Saturday,Rainy,Monsoon,None,634,70,564,249.35
2025-08-23,15:00,Saturday,Rainy,Monsoon,None,564,39,525,249.35
2025-08-23,16:00,Saturday,Rainy,Monsoon,None,525,65,460,249.35
2025-08-23,17:00,Saturday,Rainy,Monsoon,None,460,80,380,249.35
2025-08-23,18:00,Saturday,Rainy,Monsoon,None,380,91,289,249.35
2025-08-23,19:00,Saturday,Rainy,Monsoon,None,289,88,201,249.35
2025-08-23,20:00,Saturday,Rainy,Monsoon,None,201,61,140,249.35
2025-08-24,06:00,Sunday,Heavy Rain,Monsoon,None,999,17,982,241.15
2025-08-24,07:00,Sunday,Heavy Rain,Monsoon,None,982,19,963,241.15
2025-08-24,08:00,Sunday,Heavy Rain,Monsoon,None,963,27,936,241.15
2025-08-24,09:00,Sunday,Heavy Rain,Monsoon,None,936,57,879,241.15
2025-08-24,10:00,Sunday,Heavy Rain,Monsoon,None,879,57,822,241.15
2025-08-24,11:00,Sunday,Heavy Rain,Monsoon,None,822,41,781,241.15
2025-08-24,12:00,Sunday,Heavy Rain,Monsoon,None,781,62,719,241.15
2025-08-24,13:00,Sunday,Heavy Rain,Monsoon,None,719,71,648,241.15
2025-08-24,14:00,Sunday,Heavy Rain,Monsoon,None,648,36,612,241.15
2025-08-24,15:00,Sunday,Heavy Rain,Monsoon,None,612,45,567,241.15
2025-08-24,16:00,Sunday,Heavy Rain,Monsoon,None,567,47,520,241.15
2025-08-24,17:00,Sunday,Heavy Rain,Monsoon,None,520,42,478,241.15
2025-08-24,18:00,Sunday,Heavy Rain,Monsoon,None,478,68,410,241.15
2025-08-24,19:00,Sunday,Heavy Rain,Monsoon,None,410,83,327,241.15
2025-08-24,20:00,Sunday,Heavy Rain,Monsoon,None,327,57,270,241.15
2025-08-25,06:00,Monday,Cloudy,Monsoon,None,932,10,922,237.4
2025-08-25,07:00,Monday,Cloudy,Monsoon,None,922,21,901,237.4
2025-08-25,08:00,Monday,Cloudy,Monsoon,None,901,21,880,237.4
2025-08-25,09:00,Monday,Cloudy,Monsoon,None,880,37,843,237.4
2025-08-25,10:00,Monday,Cloudy,Monsoon,None,843,40,803,237.4
2025-08-25,11:00,Monday,Cloudy,Monsoon,None,803,52,751,237.4
2025-08-25,12:00,Monday,Cloudy,Monsoon,None,751,53,698,237.4
2025-08-25,13:00,Monday,Cloudy,Monsoon,None,698,45,653,237.4
2025-08-25,14:00,Monday,Cloudy,Monsoon,None,653,39,614,237.4
2025-08-25,15:00,Monday,Cloudy,Monsoon,None,614,55,559,237.4
2025-08-25,16:00,Monday,Cloudy,Monsoon,None,559,47,512,237.4
2025-08-25,17:00,Monday,Cloudy,Monsoon,None,512,35,477,237.4
2025-08-25,18:00,Monday,Cloudy,Monsoon,None,477,64,413,237.4
2025-08-25,19:00,Monday,Cloudy,Monsoon,None,413,62,351,237.4
2025-08-25,20:00,Monday,Cloudy,Monsoon,None,351,42,309,237.4
2025-08-26,06:00,Tuesday,Rainy,Monsoon,None,897,14,883,239.6
2025-08-26,07:00,Tuesday,Rainy,Monsoon,None,883,16,867,239.6
2025-08-26,08:00,Tuesday,Rainy,Monsoon,None,867,22,845,239.6
2025-08-26,09:00,Tuesday,Rainy,Monsoon,None,845,35,810,239.6
2025-08-26,10:00,Tuesday,Rainy,Monsoon,None,810,37,773,239.6
2025-08-26,11:00,Tuesday,Rainy,Monsoon,None,773,42,731,239.6
2025-08-26,12:00,Tuesday,Rainy,Monsoon,None,731,45,686,239.6
2025-08-26,13:00,Tuesday,Rainy,Monsoon,None,686,45,641,239.6
2025-08-26,14:00,Tuesday,Rainy,Monsoon,None,641,51,590,239.6
2025-08-26,15:00,Tuesday,Rainy,Monsoon,None,590,51,539,239.6
2025-08-26,16:00,Tuesday,Rainy,Monsoon,None,539,41,498,239.6
2025-08-26,17:00,Tuesday,Rainy,Monsoon,None,498,43,455,239.6
2025-08-26,18:00,Tuesday,Rainy,Monsoon,None,455,37,418,239.6
2025-08-26,19:00,Tuesday,Rainy,Monsoon,None,418,48,370,239.6
2025-08-26,20:00,Tuesday,Rainy,Monsoon,None,370,36,334,239.6
2025-08-27,06:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,955,11,944,241.2
2025-08-27,07:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,944,15,929,241.2
2025-08-27,08:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,929,31,898,241.2
2025-08-27,09:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,898,32,866,241.2
2025-08-27,10:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,866,38,828,241.2
2025-08-27,11:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,828,36,792,241.2
2025-08-27,12:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,792,56,736,241.2
2025-08-27,13:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,736,43,693,241.2
2025-08-27,14:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,693,36,657,241.2
2025-08-27,15:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,657,26,631,241.2
2025-08-27,16:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,631,37,594,241.2
2025-08-27,17:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,594,39,555,241.2
2025-08-27,18:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,555,66,489,241.2
2025-08-27,19:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,489,70,419,241.2
2025-08-27,20:00,Wednesday,Rainy,Monsoon,Ganesh Chaturthi,419,28,391,241.2
2025-08-28,06:00,Thursday,Rainy,Monsoon,None,903,11,892,243.6
2025-08-28,07:00,Thursday,Rainy,Monsoon,None,892,17,875,243.6
2025-08-28,08:00,Thursday,Rainy,Monsoon,None,875,29,846,243.6
2025-08-28,09:00,Thursday,Rainy,Monsoon,None,846,23,823,243.6
2025-08-28,10:00,Thursday,Rainy,Monsoon,None,823,39,784,243.6
2025-08-28,11:00,Thursday,Rainy,Monsoon,None,784,51,733,243.6
2025-08-28,12:00,Thursday,Rainy,Monsoon,None,733,48,685,243.6
2025-08-28,13:00,Thursday,Rainy,Monsoon,None,685,37,648,243.6
2025-08-28,14:00,Thursday,Rainy,Monsoon,None,648,48,600,243.6
2025-08-28,15:00,Thursday,Rainy,Monsoon,None,600,33,567,243.6
2025-08-28,16:00,Thursday,Rainy,Monsoon,None,567,33,534,243.6
2025-08-28,17:00,Thursday,Rainy,Monsoon,None,534,37,497,243.6
2025-08-28,18:00,Thursday,Rainy,Monsoon,None,497,50,447,243.6
2025-08-28,19:00,Thursday,Rainy,Monsoon,None,447,56,391,243.6
2025-08-28,20:00,Thursday,Rainy,Monsoon,None,391,29,362,243.6
2025-08-29,06:00,Friday,Rainy,Monsoon,None,913,13,900,250.35
2025-08-29,07:00,Friday,Rainy,Monsoon,None,900,17,883,250.35
2025-08-29,08:00,Friday,Rainy,Monsoon,None,883,24,859,250.35
2025-08-29,09:00,Friday,Rainy,Monsoon,None,859,38,821,250.35
2025-08-29,10:00,Friday,Rainy,Monsoon,None,821,47,774,250.35
2025-08-29,11:00,Friday,Rainy,Monsoon,None,774,52,722,250.35
2025-08-29,12:00,Friday,Rainy,Monsoon,None,722,58,664,250.35
2025-08-29,13:00,Friday,Rainy,Monsoon,None,664,69,595,250.35
2025-08-29,14:00,Friday,Rainy,Monsoon,None,595,50,545,250.35
2025-08-29,15:00,Friday,Rainy,Monsoon,None,545,48,497,250.35
2025-08-29,16:00,Friday,Rainy,Monsoon,None,497,41,456,250.35
2025-08-29,17:00,Friday,Rainy,Monsoon,None,456,60,396,250.35
2025-08-29,18:00,Friday,Rainy,Monsoon,None,396,56,340,250.35
2025-08-29,19:00,Friday,Rainy,Monsoon,None,340,70,270,250.35
2025-08-29,20:00,Friday,Rainy,Monsoon,None,270,33,237,250.35
2025-08-30,06:00,Saturday,Cloudy,Monsoon,None,1050,23,1027,258.15
2025-08-30,07:00,Saturday,Cloudy,Monsoon,None,1027,24,1003,258.15
2025-08-30,08:00,Saturday,Cloudy,Monsoon,None,1003,38,965,258.15
2025-08-30,09:00,Saturday,Cloudy,Monsoon,None,965,57,908,258.15
2025-08-30,10:00,Saturday,Cloudy,Monsoon,None,908,68,840,258.15
2025-08-30,11:00,Saturday,Cloudy,Monsoon,None,840,57,783,258.15
2025-08-30,12:00,Saturday,Cloudy,Monsoon,None,783,96,687,258.15
2025-08-30,13:00,Saturday,Cloudy,Monsoon,None,687,87,600,258.15
2025-08-30,14:00,Saturday,Cloudy,Monsoon,None,600,60,540,258.15
2025-08-30,15:00,Saturday,Cloudy,Monsoon,None,540,45,495,258.15
2025-08-30,16:00,Saturday,Cloudy,Monsoon,None,495,63,432,258.15
2025-08-30,17:00,Saturday,Cloudy,Monsoon,None,432,69,363,258.15
2025-08-30,18:00,Saturday,Cloudy,Monsoon,None,363,89,274,258.15
2025-08-30,19:00,Saturday,Cloudy,Monsoon,None,274,89,185,258.15
2025-08-30,20:00,Saturday,Cloudy,Monsoon,None,185,39,146,258.15
2025-08-31,06:00,Sunday,Rainy,Monsoon,None,1100,20,1080,249.35
2025-08-31,07:00,Sunday,Rainy,Monsoon,None,1080,27,1053,249.35
2025-08-31,08:00,Sunday,Rainy,Monsoon,None,1053,45,1008,249.35
2025-08-31,09:00,Sunday,Rainy,Monsoon,None,1008,47,961,249.35
2025-08-31,10:00,Sunday,Rainy,Monsoon,None,961,82,879,249.35
2025-08-31,11:00,Sunday,Rainy,Monsoon,None,879,47,832,249.35
2025-08-31,12:00,Sunday,Rainy,Monsoon,None,832,98,734,249.35
2025-08-31,13:00,Sunday,Rainy,Monsoon,None,734,73,661,249.35
2025-08-31,14:00,Sunday,Rainy,Monsoon,None,661,77,584,249.35
2025-08-31,15:00,Sunday,Rainy,Monsoon,None,584,61,523,249.35
2025-08-31,16:00,Sunday,Rainy,Monsoon,None,523,76,447,249.35
2025-08-31,17:00,Sunday,Rainy,Monsoon,None,447,67,380,249.35
2025-08-31,18:00,Sunday,Rainy,Monsoon,None,380,69,311,249.35
2025-08-31,19:00,Sunday,Rainy,Monsoon,None,311,114,197,249.35
2025-08-31,20:00,Sunday,Rainy,Monsoon,None,197,59,138,249.35
2025-09-01,06:00,Monday,Rainy,Monsoon,None,915,14,901,242.6
2025-09-01,07:00,Monday,Rainy,Monsoon,None,901,19,882,242.6
2025-09-01,08:00,Monday,Rainy,Monsoon,None,882,23,859,242.6
2025-09-01,09:00,Monday,Rainy,Monsoon,None,859,32,827,242.6
2025-09-01,10:00,Monday,Rainy,Monsoon,None,827,39,788,242.6
2025-09-01,11:00,Monday,Rainy,Monsoon,None,788,32,756,242.6
2025-09-01,12:00,Monday,Rainy,Monsoon,None,756,42,714,242.6
2025-09-01,13:00,Monday,Rainy,Monsoon,None,714,57,657,242.6
2025-09-01,14:00,Monday,Rainy,Monsoon,None,657,47,610,242.6
2025-09-01,15:00,Monday,Rainy,Monsoon,None,610,36,574,242.6
2025-09-01,16:00,Monday,Rainy,Monsoon,None,574,40,534,242.6
2025-09-01,17:00,Monday,Rainy,Monsoon,None,534,42,492,242.6
2025-09-01,18:00,Monday,Rainy,Monsoon,None,492,65,427,242.6
2025-09-01,19:00,Monday,Rainy,Monsoon,None,427,55,372,242.6
2025-09-01,20:00,Monday,Rainy,Monsoon,None,372,38,334,242.6
2025-09-02,06:00,Tuesday,Humid,Monsoon,None,922,13,909,237
2025-09-02,07:00,Tuesday,Humid,Monsoon,None,909,23,886,237
2025-09-02,08:00,Tuesday,Humid,Monsoon,None,886,22,864,237
2025-09-02,09:00,Tuesday,Humid,Monsoon,None,864,48,816,237
2025-09-02,10:00,Tuesday,Humid,Monsoon,None,816,37,779,237
2025-09-02,11:00,Tuesday,Humid,Monsoon,None,779,52,727,237
2025-09-02,12:00,Tuesday,Humid,Monsoon,None,727,51,676,237
2025-09-02,13:00,Tuesday,Humid,Monsoon,None,676,48,628,237
2025-09-02,14:00,Tuesday,Humid,Monsoon,None,628,34,594,237
2025-09-02,15:00,Tuesday,Humid,Monsoon,None,594,40,554,237
2025-09-02,16:00,Tuesday,Humid,Monsoon,None,554,34,520,237
2025-09-02,17:00,Tuesday,Humid,Monsoon,None,520,35,485,237
2025-09-02,18:00,Tuesday,Humid,Monsoon,None,485,59,426,237
2025-09-02,19:00,Tuesday,Humid,Monsoon,None,426,54,372,237
2025-09-02,20:00,Tuesday,Humid,Monsoon,None,372,52,320,237
2025-09-03,06:00,Wednesday,Rainy,Monsoon,None,908,16,892,242.6
2025-09-03,07:00,Wednesday,Rainy,Monsoon,None,892,13,879,242.6
2025-09-03,08:00,Wednesday,Rainy,Monsoon,None,879,27,852,242.6
2025-09-03,09:00,Wednesday,Rainy,Monsoon,None,852,33,819,242.6
2025-09-03,10:00,Wednesday,Rainy,Monsoon,None,819,49,770,242.6
2025-09-03,11:00,Wednesday,Rainy,Monsoon,None,770,37,733,242.6
2025-09-03,12:00,Wednesday,Rainy,Monsoon,None,733,57,676,242.6
2025-09-03,13:00,Wednesday,Rainy,Monsoon,None,676,56,620,242.6
2025-09-03,14:00,Wednesday,Rainy,Monsoon,None,620,41,579,242.6
2025-09-03,15:00,Wednesday,Rainy,Monsoon,None,579,23,556,242.6
2025-09-03,16:00,Wednesday,Rainy,Monsoon,None,556,35,521,242.6
2025-09-03,17:00,Wednesday,Rainy,Monsoon,None,521,59,462,242.6
2025-09-03,18:00,Wednesday,Rainy,Monsoon,None,462,55,407,242.6
2025-09-03,19:00,Wednesday,Rainy,Monsoon,None,407,61,346,242.6
2025-09-03,20:00,Wednesday,Rainy,Monsoon,None,346,36,310,242.6
2025-09-04,06:00,Thursday,Rainy,Monsoon,None,889,14,875,237.6
2025-09-04,07:00,Thursday,Rainy,Monsoon,None,875,20,855,237.6
2025-09-04,08:00,Thursday,Rainy,Monsoon,None,855,21,834,237.6
2025-09-04,09:00,Thursday,Rainy,Monsoon,None,834,31,803,237.6
2025-09-04,10:00,Thursday,Rainy,Monsoon,None,803,36,767,237.6
2025-09-04,11:00,Thursday,Rainy,Monsoon,None,767,44,723,237.6
2025-09-04,12:00,Thursday,Rainy,Monsoon,None,723,43,680,237.6
2025-09-04,13:00,Thursday,Rainy,Monsoon,None,680,53,627,237.6
2025-09-04,14:00,Thursday,Rainy,Monsoon,None,627,40,587,237.6
2025-09-04,15:00,Thursday,Rainy,Monsoon,None,587,20,567,237.6
2025-09-04,16:00,Thursday,Rainy,Monsoon,None,567,40,527,237.6
2025-09-04,17:00,Thursday,Rainy,Monsoon,None,527,50,477,237.6
2025-09-04,18:00,Thursday,Rainy,Monsoon,None,477,41,436,237.6
2025-09-04,19:00,Thursday,Rainy,Monsoon,None,436,60,376,237.6
2025-09-04,20:00,Thursday,Rainy,Monsoon,None,376,46,330,237.6
2025-09-05,06:00,Friday,Humid,Monsoon,None,903,17,886,245.75
2025-09-05,07:00,Friday,Humid,Monsoon,None,886,25,861,245.75
2025-09-05,08:00,Friday,Humid,Monsoon,None,861,28,833,245.75
2025-09-05,09:00,Friday,Humid,Monsoon,None,833,40,793,245.75
2025-09-05,10:00,Friday,Humid,Monsoon,None,793,46,747,245.75
2025-09-05,11:00,Friday,Humid,Monsoon,None,747,49,698,245.75
2025-09-05,12:00,Friday,Humid,Monsoon,None,698,58,640,245.75
2025-09-05,13:00,Friday,Humid,Monsoon,None,640,41,599,245.75
2025-09-05,14:00,Friday,Humid,Monsoon,None,599,48,551,245.75
2025-09-05,15:00,Friday,Humid,Monsoon,None,551,56,495,245.75
2025-09-05,16:00,Friday,Humid,Monsoon,None,495,40,455,245.75
2025-09-05,17:00,Friday,Humid,Monsoon,None,455,45,410,245.75
2025-09-05,18:00,Friday,Humid,Monsoon,None,410,65,345,245.75
2025-09-05,19:00,Friday,Humid,Monsoon,None,345,70,275,245.75
2025-09-05,20:00,Friday,Humid,Monsoon,None,275,49,226,245.75
2025-09-06,06:00,Saturday,Cloudy,Monsoon,None,1058,21,1037,253.15
2025-09-06,07:00,Saturday,Cloudy,Monsoon,None,1037,23,1014,253.15
2025-09-06,08:00,Saturday,Cloudy,Monsoon,None,1014,42,972,253.15
2025-09-06,09:00,Saturday,Cloudy,Monsoon,None,972,63,909,253.15
2025-09-06,10:00,Saturday,Cloudy,Monsoon,None,909,71,838,253.15
2025-09-06,11:00,Saturday,Cloudy,Monsoon,None,838,50,788,253.15
2025-09-06,12:00,Saturday,Cloudy,Monsoon,None,788,85,703,253.15
2025-09-06,13:00,Saturday,Cloudy,Monsoon,None,703,66,637,253.15
2025-09-06,14:00,Saturday,Cloudy,Monsoon,None,637,85,552,253.15
2025-09-06,15:00,Saturday,Cloudy,Monsoon,None,552,66,486,253.15
2025-09-06,16:00,Saturday,Cloudy,Monsoon,None,486,75,411,253.15
2025-09-06,17:00,Saturday,Cloudy,Monsoon,None,411,76,335,253.15
2025-09-06,18:00,Saturday,Cloudy,Monsoon,None,335,87,248,253.15
2025-09-06,19:00,Saturday,Cloudy,Monsoon,None,248,120,128,253.15
2025-09-06,20:00,Saturday,Cloudy,Monsoon,None,128,73,55,253.15
2025-09-07,06:00,Sunday,Rainy,Monsoon,None,1030,21,1009,257.35
2025-09-07,07:00,Sunday,Rainy,Monsoon,None,1009,23,986,257.35
2025-09-07,08:00,Sunday,Rainy,Monsoon,None,986,32,954,257.35
2025-09-07,09:00,Sunday,Rainy,Monsoon,None,954,51,903,257.35
2025-09-07,10:00,Sunday,Rainy,Monsoon,None,903,53,850,257.35
2025-09-07,11:00,Sunday,Rainy,Monsoon,None,850,71,779,257.35
2025-09-07,12:00,Sunday,Rainy,Monsoon,None,779,37,742,257.35
2025-09-07,13:00,Sunday,Rainy,Monsoon,None,742,61,681,257.35
2025-09-07,14:00,Sunday,Rainy,Monsoon,None,681,50,631,257.35
2025-09-07,15:00,Sunday,Rainy,Monsoon,None,631,54,577,257.35
2025-09-07,16:00,Sunday,Rainy,Monsoon,None,577,54,523,257.35
2025-09-07,17:00,Sunday,Rainy,Monsoon,None,523,78,445,257.35
2025-09-07,18:00,Sunday,Rainy,Monsoon,None,445,54,391,257.35
2025-09-07,19:00,Sunday,Rainy,Monsoon,None,391,83,308,257.35
2025-09-07,20:00,Sunday,Rainy,Monsoon,None,308,62,246,257.35
2025-09-08,06:00,Monday,Rainy,Monsoon,None,906,17,889,235.6
2025-09-08,07:00,Monday,Rainy,Monsoon,None,889,16,873,235.6
2025-09-08,08:00,Monday,Rainy,Monsoon,None,873,26,847,235.6
2025-09-08,09:00,Monday,Rainy,Monsoon,None,847,23,824,235.6
2025-09-08,10:00,Monday,Rainy,Monsoon,None,824,22,802,235.6
2025-09-08,11:00,Monday,Rainy,Monsoon,None,802,48,754,235.6
2025-09-08,12:00,Monday,Rainy,Monsoon,None,754,48,706,235.6
2025-09-08,13:00,Monday,Rainy,Monsoon,None,706,56,650,235.6
2025-09-08,14:00,Monday,Rainy,Monsoon,None,650,31,619,235.6
